央视,#genre#
深圳卫视,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240132_1/encoder/0/playlist.m3u8?CONTENTID=00000110240132_1$北京电信
贵州卫视,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240318_1/encoder/0/playlist.m3u8?CONTENTID=00000110240318_1$北京电信

江苏卫视,http://angtv.cn/test/bestv.php?id=jswshd8m/8000000$百视通
广西卫视,http://angtv.cn/test/bestv.php?id=gxwshd8m/8000000$百视通
四川卫视,http://angtv.cn/test/bestv.php?id=scwshd/8000000$百视通
湖南卫视,http://angtv.cn/test/bestv.php?id=hunanwshd8m/8000000$百视通
浙江卫视,http://angtv.cn/test/bestv.php?id=zjwshd8m/8000000$百视通
东方卫视,http://angtv.cn/test/bestv.php?id=dfwshd8m/8000000$百视通
北京卫视,http://angtv.cn/test/bestv.php?id=bjwshd8m/8000000$百视通
天津卫视,http://angtv.cn/test/bestv.php?id=tjwshd8m/8000000$百视通
辽宁卫视,http://angtv.cn/test/bestv.php?id=lnwshd8m/8000000$百视通
安徽卫视,http://angtv.cn/test/bestv.php?id=ahwshd8m/8000000$百视通
黑龙江卫视,http://angtv.cn/test/bestv.php?id=hljwshd8m/8000000$百视通
广东卫视,http://angtv.cn/test/bestv.php?id=gdwshd8m/8000000$百视通
深圳卫视,http://angtv.cn/test/bestv.php?id=szwshd8m/8000000$百视通
吉林卫视,http://angtv.cn/test/bestv.php?id=jlwshd8m/8000000$百视通
山东卫视,http://angtv.cn/test/bestv.php?id=sdws8m/8000000$百视通
江西卫视,http://angtv.cn/test/bestv.php?id=jxws8m/8000000$百视通
河南卫视,http://angtv.cn/test/bestv.php?id=hnwshd8m/8000000$百视通
河北卫视,http://angtv.cn/test/bestv.php?id=hbwshd8m/8000000$百视通
甘肃卫视,http://angtv.cn/test/bestv.php?id=gswshd8m/8000000$百视通
重庆卫视,http://angtv.cn/test/bestv.php?id=cqws8m/8000000$百视通
东南卫视,http://angtv.cn/test/bestv.php?id=dnwshd8m/8000000$百视通
云南卫视,http://angtv.cn/test/bestv.php?id=ynwshd8m/8000000$百视通
贵州卫视,http://angtv.cn/test/bestv.php?id=gzwshd8m/8000000$百视通
海南卫视,http://angtv.cn/test/bestv.php?id=hainanwshd8m/8000000$百视通

凤凰中文,http://angtv.cn/live/sxg.php?id=test1_4000$蜀小果
凤凰资讯,http://angtv.cn/live/sxg.php?id=test2_4000$蜀小果
安徽卫视,http://angtv.cn/live/sxg.php?id=ahwsH265_4000$蜀小果
北京卫视,http://angtv.cn/live/sxg.php?id=bjwsH265_4000$蜀小果
重庆卫视,http://angtv.cn/live/sxg.php?id=cqwsH265_4000$蜀小果
东方卫视,http://angtv.cn/live/sxg.php?id=dfwsH265_4000$蜀小果
东南卫视,http://angtv.cn/live/sxg.php?id=dnwsfjwsH265_4000$蜀小果
广东卫视,http://angtv.cn/live/sxg.php?id=gdwsH265_4000$蜀小果
贵州卫视,http://angtv.cn/live/sxg.php?id=gzwsH265_4000$蜀小果
河南卫视,http://angtv.cn/live/sxg.php?id=hnws35_4000$蜀小果
黑龙江卫视,http://angtv.cn/live/sxg.php?id=hljwsH265_4000$蜀小果
湖北卫视,http://angtv.cn/live/sxg.php?id=hbwsH265_4000$蜀小果
湖南卫视,http://angtv.cn/live/sxg.php?id=hnwsH265_4000$蜀小果
吉林卫视,http://angtv.cn/live/sxg.php?id=jlwsH265_4000$蜀小果
江苏卫视,http://angtv.cn/live/sxg.php?id=jswsH265_4000$蜀小果
江西卫视,http://angtv.cn/live/sxg.php?id=jxwsH265_4000$蜀小果
山东卫视,http://angtv.cn/live/sxg.php?id=sdwsH265_4000$蜀小果
深圳卫视,http://angtv.cn/live/sxg.php?id=szwsH265_4000$蜀小果
四川卫视,http://angtv.cn/live/sxg.php?id=scwsH265_4000$蜀小果
天津卫视,http://angtv.cn/live/sxg.php?id=tjwsH265_4000$蜀小果
浙江卫视,http://angtv.cn/live/sxg.php?id=zjwsH265_4000$蜀小果

北京卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1588200355_-2136083744/ws_w/bjws/bjws3000/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073738&ContentId=265668911&timezone=UTC&mtv_session=923b33c07808007ff4b7b8554ab56cb9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b3b910e2f08747b18ff03b13155e96cb$咪咕爱看
东方卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1588763278_-766408077/wd_r4/dfl/dongfangwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073738&ContentId=264104266&timezone=UTC&mtv_session=6b842c705e2cf7e9df14788ca8009ef5&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=36ed1abbb2ec038b2f2303e58aea07a1$咪咕爱看
辽宁卫视,http://hms2924nc1972666635.live.aikan.miguvideo.com/wh7f454c46tw1589644797_1577190639/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073739&ContentId=265669068&timezone=UTC&mtv_session=4adbe497fcc87ddaaa343726a3a14c13&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b336009b46cc80be11d75c763cb6fe70$咪咕爱看
山东卫视,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1591381721_-1603694084/wd_r4/yg/shandongwshd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261825&timezone=UTC&mtv_session=af16f8bbf042e18571b0c4dd8335d42c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=fb1405a16fc8244a94df4ac18675a58f$咪咕爱看
湖北卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591694976_-107212910/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=531261978&timezone=UTC&mtv_session=437fc6e8d29c853ca88935e2fd49acea&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8d50581461bffa6a3d876b8cc8a1ebce$咪咕爱看
湖南卫视,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1591995316_1587683132/wd-hunanhd-2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073741&ContentId=265667721&timezone=UTC&mtv_session=7b07894c57472651304a93669cf87e9b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=617e25748c5f12b7864cc6fb758deaa7$咪咕爱看
江西卫视,http://hms2844nc1972666627.live.aikan.miguvideo.com/wh7f454c46tw1592308998_-1889199081/migu/kailu/jxwshd/57/20190820/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=531262091&timezone=UTC&mtv_session=de50cbe717aa7f99a96fffd956d81e51&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f8930b959a901748e45e2615bac60f75$咪咕爱看
江苏卫视,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1592593248_1989329552/wd_r2/cctv/jiangsuhd/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073742&ContentId=264104188&timezone=UTC&mtv_session=6bc8392c0ce046c4a27b0d812696e9f8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=a05b045f626d4764b5124f26a2f1d747$咪咕爱看

本地,#genre#

浙江钱江,http://angtv.cn/live/zsj.php?id=zjqj$Z视介
浙江经视,http://angtv.cn/live/zsj.php?id=zjjjsh$Z视介
浙江教科,http://angtv.cn/live/zsj.php?id=zjjkys$Z视介
浙江民生,http://angtv.cn/live/zsj.php?id=zjmsxx$Z视介
浙江新闻,http://angtv.cn/live/zsj.php?id=zjxw$Z视介
浙江少儿,http://angtv.cn/live/zsj.php?id=zjse$Z视介

浙江钱江,http://122.224.43.110:9901/tsfile/live/1007_1.m3u8$绍兴电信
浙江经视,http://122.224.43.110:9901/tsfile/live/1002_1.m3u8$绍兴电信
浙江新闻,http://122.224.43.110:9901/tsfile/live/1004_1.m3u8$绍兴电信

浙江钱江,http://60.188.45.178:8888/newlive/live/hls/52/live.m3u8$湖州电信
浙江经视,http://60.188.45.178:8888/newlive/live/hls/47/live.m3u8$湖州电信
浙江新闻,http://60.188.45.178:8888/newlive/live/hls/48/live.m3u8$湖州电信
浙江少儿,http://60.188.45.178:8888/newlive/live/hls/49/live.m3u8$湖州电信

浙江钱江,http://183.129.242.178:3333/tsfile/live/1006_1.m3u8$杭州电信
浙江教科,http://183.129.242.178:3333/tsfile/live/1007_1.m3u8$杭州电信
浙江民生,http://183.129.242.178:3333/tsfile/live/1008_1.m3u8$杭州电信
浙江少儿,http://183.129.242.178:3333/tsfile/live/1009_1.m3u8$杭州电信

浙江钱江,http://125.210.152.19:9120/live/hzgq-qjtvgq-h264.m3u8$杭州华数
浙江新闻,http://125.210.152.19:9120/live/hzgq-zjnewsgq-h264.m3u8$杭州华数

浙江经视,http://hw-m-l.cztv.com/channels/lantian/wchannel50/1080p.m3u8$浙江广电
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8$浙江广电
浙江经视,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8$浙江广电
浙江教科,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8$浙江广电
浙江民生,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8$浙江广电
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$浙江广电
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$浙江广电

杭州综合,http://angtv.cn/live/aikan.php?id=hzzh$咪咕爱看
杭州明珠,http://angtv.cn/live/aikan.php?id=hzmz$咪咕爱看
杭州生活,http://angtv.cn/live/aikan.php?id=hzsh$咪咕爱看
杭州影视,http://angtv.cn/live/aikan.php?id=hzys$咪咕爱看
杭州青少,http://angtv.cn/live/aikan.php?id=hzse$咪咕爱看

杭州明珠,http://183.129.242.178:3333/tsfile/live/1016_1.m3u8$杭州电信
杭州生活,http://183.129.242.178:3333/tsfile/live/1017_1.m3u8$杭州电信
杭州影视,http://183.129.242.178:3333/tsfile/live/1018_1.m3u8$杭州电信
杭州青少,http://183.129.242.178:3333/tsfile/live/1019_1.m3u8$杭州电信

杭州综合,http://125.210.152.19:9120/live/hzgq-hzzhgq-h264.m3u8$杭州华数
杭州明珠,http://125.210.152.19:9120/live/hzgq-xhmzgq-h264.m3u8$杭州华数
杭州生活,http://125.210.152.19:9120/live/hzgq-hzshgq-h264.m3u8$杭州华数
杭州影视,http://125.210.152.19:9120/live/hzgq-hzysgq-h264.m3u8$杭州华数
杭州青少,http://125.210.152.19:9120/live/hzgq-hzsegq-h264.m3u8$杭州华数
杭州华数,http://125.210.152.19:9120/live/hzgq-hsfwgq-h264.m3u8$杭州华数

数字,#genre#

CCTV第一剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV怀旧剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV风云剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV风云音乐,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002525/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV世界地理,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002485/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV兵器科技,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002515/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV风云足球,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002499/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV央视台球,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002496/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV高尔夫网球,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002497/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV文化精品,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002535/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CCTV女性时尚,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002475/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动

CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动
CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com$陕西移动

CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4$湖北移动
CHC高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNS8qWmEGeaUedzcFVVumqf9cm8lJoOcrIZueLbqOJTuoPV%2FwBk6CoHYGFV14SkLW04$湖北移动
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ$湖北移动

CHC家庭影院,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1$北京电信
CHC高清电影,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1$北京电信
CHC动作电影,http://106.39.160.148/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1$北京电信

CHC家庭影院,http://angtv.cn/live/sxg.php?id=jbtygqCHCjtyyH265_4000$蜀小果
CHC高清电影,http://angtv.cn/live/sxg.php?id=lnwsCHC-HDH265_4000$蜀小果
CHC动作电影,http://angtv.cn/live/sxg.php?id=wqCHCdzdyH265_4000$蜀小果
